                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                         David Rittenhouse Laboratory                         
                Location:  W 75°11'20.4", N39°57'08.1",    12m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 03 01:45:00.0         117.24       0.271       51 38.69       14 53.01
2014 Jul 03 01:50:00.0         117.21       0.271       51 54.62       14 52.81
2014 Jul 03 01:55:00.0         117.17       0.272       52 09.77       14 52.61
2014 Jul 03 02:00:00.0         117.14       0.272       52 24.13       14 52.40
2014 Jul 03 02:05:00.0         117.10       0.272       52 37.68       14 52.20
2014 Jul 03 02:10:00.0         117.07       0.272       52 50.42       14 51.99
2014 Jul 03 02:15:00.0         117.04       0.273       53 02.34       14 51.79
2014 Jul 03 02:20:00.0         117.00       0.273       53 13.41       14 51.58
2014 Jul 03 02:25:00.0         116.97       0.273       53 23.64       14 51.37
2014 Jul 03 02:30:00.0         116.93       0.274       53 33.02       14 51.16
2014 Jul 03 02:35:00.0         116.89       0.274       53 41.54       14 50.95
2014 Jul 03 02:40:00.0         116.86       0.274       53 49.19       14 50.74
2014 Jul 03 02:45:00.0         116.82       0.274       53 55.98       14 50.53
2014 Jul 03 02:50:00.0         116.78       0.275       54 01.89       14 50.32
2014 Jul 03 02:55:00.0         116.75       0.275       54 06.92       14 50.11
2014 Jul 03 03:00:00.0         116.71       0.275       54 11.08       14 49.90
2014 Jul 03 03:05:00.0         116.67       0.276       54 14.35       14 49.68
2014 Jul 03 03:10:00.0         116.63       0.276       54 16.74       14 49.47
2014 Jul 03 03:15:00.0         116.60       0.276       54 18.25       14 49.26
2014 Jul 03 03:20:00.0         116.56       0.276       54 18.88       14 49.05
2014 Jul 03 03:25:00.0         116.52       0.277       54 18.63       14 48.84
2014 Jul 03 03:30:00.0         116.48       0.277       54 17.51       14 48.63
2014 Jul 03 03:35:00.0         116.44       0.277       54 15.51       14 48.41
2014 Jul 03 03:40:00.0         116.40       0.278       54 12.65       14 48.20
2014 Jul 03 03:45:00.0         116.36       0.278       54 08.92       14 47.99
2014 Jul 03 03:50:00.0         116.32       0.278       54 04.34       14 47.79
2014 Jul 03 03:55:00.0         116.28       0.279       53 58.91       14 47.58
2014 Jul 03 04:00:00.0         116.24       0.279       53 52.64       14 47.37
2014 Jul 03 04:05:00.0         116.20       0.279       53 45.54       14 47.17
2014 Jul 03 04:10:00.0         116.16       0.280       53 37.61       14 46.96
2014 Jul 03 04:15:00.0         116.12       0.280       53 28.87       14 46.76
2014 Jul 03 04:20:00.0         116.07       0.280       53 19.34       14 46.56
2014 Jul 03 04:25:00.0         116.03       0.281       53 09.01       14 46.36
2014 Jul 03 04:30:00.0         115.99       0.281       52 57.91       14 46.16
2014 Jul 03 04:35:00.0         115.95       0.281       52 46.04       14 45.96
2014 Jul 03 04:40:00.0         115.90       0.282       52 33.43       14 45.76
2014 Jul 03 04:45:00.0         115.86       0.282       52 20.09       14 45.57
2014 Jul 03 04:50:00.0         115.82       0.282       52 06.03       14 45.38
2014 Jul 03 04:55:00.0         115.77       0.283       51 51.28       14 45.19
2014 Jul 03 05:00:00.0         115.73       0.283       51 35.85       14 45.00
2014 Jul 03 05:05:00.0         115.69       0.283       51 19.76       14 44.82
2014 Jul 03 05:10:00.0         115.64       0.284       51 03.03       14 44.63
2014 Jul 03 05:15:00.0         115.60       0.284       50 45.68       14 44.45
2014 Jul 03 05:20:00.0         115.55       0.284       50 27.74       14 44.27
2014 Jul 03 05:25:00.0         115.51       0.285       50 09.23       14 44.10
2014 Jul 03 05:30:00.0         115.46       0.285       49 50.17       14 43.92
2014 Jul 03 05:35:00.0         115.42       0.285       49 30.58       14 43.75
2014 Jul 03 05:40:00.0         115.37       0.286       49 10.50       14 43.59
2014 Jul 03 05:45:00.0         115.32       0.286       48 49.95       14 43.42
2014 Jul 03 05:50:00.0         115.28       0.286       48 28.96       14 43.26
2014 Jul 03 05:55:00.0         115.23       0.287       48 07.56       14 43.10
2014 Jul 03 06:00:00.0         115.18       0.287       47 45.78       14 42.95
2014 Jul 03 06:05:00.0         115.14       0.288       47 23.65       14 42.79
2014 Jul 03 06:10:00.0         115.09       0.288       47 01.20       14 42.64
2014 Jul 03 06:15:00.0         115.04       0.288       46 38.48       14 42.50
2014 Jul 03 06:20:00.0         115.00       0.289       46 15.50       14 42.35
2014 Jul 03 06:25:00.0         114.95       0.289       45 52.31       14 42.22
2014 Jul 03 06:30:00.0         114.90       0.289       45 28.95       14 42.08
2014 Jul 03 06:35:00.0         114.85       0.290       45 05.45       14 41.95
2014 Jul 03 06:40:00.0         114.80       0.290       44 41.85       14 41.82
2014 Jul 03 06:45:00.0         114.76       0.291       44 18.20       14 41.69
2014 Jul 03 06:50:00.0         114.71       0.291       43 54.54       14 41.57
2014 Jul 03 06:55:00.0         114.66       0.291       43 30.90       14 41.46
2014 Jul 03 07:00:00.0         114.61       0.292       43 07.33       14 41.34
2014 Jul 03 07:05:00.0         114.56       0.292       42 43.89       14 41.23
2014 Jul 03 07:10:00.0         114.51       0.293       42 20.60       14 41.13
2014 Jul 03 07:15:00.0         114.46       0.293       41 57.53       14 41.03
2014 Jul 03 07:20:00.0         114.41       0.293       41 34.71       14 40.93
2014 Jul 03 07:25:00.0         114.36       0.294       41 12.20       14 40.84
2014 Jul 03 07:30:00.0         114.31       0.294       40 50.04       14 40.75
2014 Jul 03 07:35:00.0         114.26       0.295       40 28.29       14 40.66
2014 Jul 03 07:40:00.0         114.21       0.295       40 06.99       14 40.58
2014 Jul 03 07:45:00.0         114.16       0.295       39 46.20       14 40.50
2014 Jul 03 07:50:00.0         114.11       0.296       39 25.96       14 40.43
2014 Jul 03 07:55:00.0         114.06       0.296       39 06.33       14 40.36
2014 Jul 03 08:00:00.0         114.01       0.297       38 47.36       14 40.30
2014 Jul 03 08:05:00.0         113.96       0.297       38 29.10       14 40.24
2014 Jul 03 08:10:00.0         113.91       0.297       38 11.59       14 40.19
2014 Jul 03 08:15:00.0         113.86       0.298       37 54.90       14 40.14
2014 Jul 03 08:20:00.0         113.81       0.298       37 39.05       14 40.09
2014 Jul 03 08:25:00.0         113.76       0.299       37 24.11       14 40.05
2014 Jul 03 08:30:00.0         113.71       0.299       37 10.11       14 40.02
2014 Jul 03 08:35:00.0         113.66       0.299       36 57.10       14 39.98
2014 Jul 03 08:40:00.0         113.61       0.300       36 45.12       14 39.96
2014 Jul 03 08:45:00.0         113.55       0.300       36 34.21       14 39.93
2014 Jul 03 08:50:00.0         113.50       0.301       36 24.40       14 39.92
2014 Jul 03 08:55:00.0         113.45       0.301       36 15.72       14 39.90
2014 Jul 03 09:00:00.0         113.40       0.301       36 08.21       14 39.89
2014 Jul 03 09:05:00.0         113.35       0.302       36 01.89       14 39.89
2014 Jul 03 09:10:00.0         113.30       0.302       35 56.78       14 39.89
2014 Jul 03 09:15:00.0         113.25       0.303       35 52.90       14 39.90
2014 Jul 03 09:20:00.0         113.20       0.303       35 50.26       14 39.91
2014 Jul 03 09:25:00.0         113.15       0.303       35 48.87       14 39.92
2014 Jul 03 09:30:00.0         113.09       0.304       35 48.74       14 39.94
2014 Jul 03 09:35:00.0         113.04       0.304       35 49.86       14 39.97
2014 Jul 03 09:40:00.0         112.99       0.305       35 52.24       14 40.00
2014 Jul 03 09:45:00.0         112.94       0.305       35 55.87       14 40.03
2014 Jul 03 09:50:00.0         112.89       0.306       36 00.73       14 40.07
2014 Jul 03 09:55:00.0         112.84       0.306       36 06.80       14 40.11
2014 Jul 03 10:00:00.0         112.79       0.306       36 14.06       14 40.16
2014 Jul 03 10:05:00.0         112.74       0.307       36 22.50       14 40.21
2014 Jul 03 10:10:00.0         112.68       0.307       36 32.08       14 40.27
2014 Jul 03 10:15:00.0         112.63       0.308       36 42.77       14 40.33
2014 Jul 03 10:20:00.0         112.58       0.308       36 54.54       14 40.40
2014 Jul 03 10:25:00.0         112.53       0.308       37 07.34       14 40.47
2014 Jul 03 10:30:00.0         112.48       0.309       37 21.14       14 40.55
2014 Jul 03 10:35:00.0         112.43       0.309       37 35.90       14 40.63
2014 Jul 03 10:40:00.0         112.38       0.310       37 51.57       14 40.71
2014 Jul 03 10:45:00.0         112.33       0.310       38 08.10       14 40.80
2014 Jul 03 10:50:00.0         112.28       0.310       38 25.45       14 40.90
2014 Jul 03 10:55:00.0         112.23       0.311       38 43.57       14 41.00
2014 Jul 03 11:00:00.0         112.18       0.311       39 02.42       14 41.10
2014 Jul 03 11:05:00.0         112.13       0.312       39 21.93       14 41.21
2014 Jul 03 11:10:00.0         112.08       0.312       39 42.06       14 41.32
2014 Jul 03 11:15:00.0         112.03       0.312       40 02.76       14 41.43
2014 Jul 03 11:20:00.0         111.98       0.313       40 23.98       14 41.56
2014 Jul 03 11:25:00.0         111.93       0.313       40 45.66       14 41.68
2014 Jul 03 11:30:00.0         111.88       0.314       41 07.77       14 41.81
2014 Jul 03 11:35:00.0         111.83       0.314       41 30.24       14 41.94
2014 Jul 03 11:40:00.0         111.78       0.314       41 53.03       14 42.08
2014 Jul 03 11:45:00.0         111.73       0.315       42 16.09       14 42.22
2014 Jul 03 11:50:00.0         111.68       0.315       42 39.38       14 42.37
2014 Jul 03 11:55:00.0         111.63       0.316       43 02.84       14 42.51
2014 Jul 03 12:00:00.0         111.58       0.316       43 26.43       14 42.67
2014 Jul 03 12:05:00.0         111.53       0.316       43 50.11       14 42.82
2014 Jul 03 12:10:00.0         111.49       0.317       44 13.82       14 42.99
2014 Jul 03 12:15:00.0         111.44       0.317       44 37.54       14 43.15
2014 Jul 03 12:20:00.0         111.39       0.318       45 01.22       14 43.32
2014 Jul 03 12:25:00.0         111.34       0.318       45 24.81       14 43.49
2014 Jul 03 12:30:00.0         111.29       0.318       45 48.28       14 43.67
2014 Jul 03 12:35:00.0         111.25       0.319       46 11.59       14 43.85
2014 Jul 03 12:40:00.0         111.20       0.319       46 34.70       14 44.03
2014 Jul 03 12:45:00.0         111.15       0.320       46 57.57       14 44.21
2014 Jul 03 12:50:00.0         111.10       0.320       47 20.18       14 44.40
2014 Jul 03 12:55:00.0         111.06       0.320       47 42.49       14 44.59
2014 Jul 03 13:00:00.0         111.01       0.321       48 04.46       14 44.79
2014 Jul 03 13:05:00.0         110.97       0.321       48 26.06       14 44.99
2014 Jul 03 13:10:00.0         110.92       0.321       48 47.27       14 45.19
2014 Jul 03 13:15:00.0         110.87       0.322       49 08.05       14 45.40
2014 Jul 03 13:20:00.0         110.83       0.322       49 28.38       14 45.60
2014 Jul 03 13:25:00.0         110.78       0.323       49 48.22       14 45.81
2014 Jul 03 13:30:00.0         110.74       0.323       50 07.56       14 46.03
2014 Jul 03 13:35:00.0         110.69       0.323       50 26.37       14 46.24
2014 Jul 03 13:40:00.0         110.65       0.324       50 44.62       14 46.46
2014 Jul 03 13:45:00.0         110.60       0.324       51 02.29       14 46.68
2014 Jul 03 13:50:00.0         110.56       0.324       51 19.36       14 46.90
2014 Jul 03 13:55:00.0         110.51       0.325       51 35.80       14 47.13
2014 Jul 03 14:00:00.0         110.47       0.325       51 51.61       14 47.36
2014 Jul 03 14:05:00.0         110.43       0.325       52 06.75       14 47.58
2014 Jul 03 14:10:00.0         110.38       0.326       52 21.22       14 47.82
2014 Jul 03 14:15:00.0         110.34       0.326       52 34.98       14 48.05
2014 Jul 03 14:20:00.0         110.30       0.327       52 48.04       14 48.28
2014 Jul 03 14:25:00.0         110.26       0.327       53 00.36       14 48.52
2014 Jul 03 14:30:00.0         110.21       0.327       53 11.95       14 48.76
2014 Jul 03 14:35:00.0         110.17       0.328       53 22.78       14 49.00
2014 Jul 03 14:40:00.0         110.13       0.328       53 32.83       14 49.24
2014 Jul 03 14:45:00.0         110.09       0.328       53 42.11       14 49.49
2014 Jul 03 14:50:00.0         110.05       0.329       53 50.60       14 49.73
2014 Jul 03 14:55:00.0         110.01       0.329       53 58.29       14 49.98
2014 Jul 03 15:00:00.0         109.97       0.329       54 05.17       14 50.22
2014 Jul 03 15:05:00.0         109.93       0.330       54 11.23       14 50.47
2014 Jul 03 15:10:00.0         109.89       0.330       54 16.46       14 50.72
2014 Jul 03 15:15:00.0         109.85       0.330       54 20.86       14 50.97
2014 Jul 03 15:20:00.0         109.81       0.331       54 24.43       14 51.22
2014 Jul 03 15:25:00.0         109.77       0.331       54 27.15       14 51.47
2014 Jul 03 15:30:00.0         109.73       0.331       54 29.03       14 51.72
2014 Jul 03 15:35:00.0         109.69       0.332       54 30.06       14 51.97
2014 Jul 03 15:40:00.0         109.65       0.332       54 30.24       14 52.22
2014 Jul 03 15:45:00.0         109.61       0.332       54 29.57       14 52.47
2014 Jul 03 15:50:00.0         109.58       0.332       54 28.05       14 52.72
2014 Jul 03 15:55:00.0         109.54       0.333       54 25.67       14 52.98
2014 Jul 03 16:00:00.0         109.50       0.333       54 22.44       14 53.23
2014 Jul 03 16:05:00.0         109.47       0.333       54 18.37       14 53.48
2014 Jul 03 16:10:00.0         109.43       0.334       54 13.45       14 53.73
2014 Jul 03 16:15:00.0         109.39       0.334       54 07.70       14 53.98
2014 Jul 03 16:20:00.0         109.36       0.334       54 01.10       14 54.23
2014 Jul 03 16:25:00.0         109.32       0.335       53 53.68       14 54.48
2014 Jul 03 16:30:00.0         109.29       0.335       53 45.44       14 54.73
2014 Jul 03 16:35:00.0         109.25       0.335       53 36.38       14 54.98
2014 Jul 03 16:40:00.0         109.22       0.335       53 26.52       14 55.22
2014 Jul 03 16:45:00.0         109.18       0.336       53 15.86       14 55.47
2014 Jul 03 16:50:00.0         109.15       0.336       53 04.42       14 55.71
2014 Jul 03 16:55:00.0         109.11       0.336       52 52.21       14 55.96
