                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                           Cherry Springs State Park                          
                Location:  W 77°48'45.0", N41°39'52.6",   710m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 09 15:45:00.0          38.69       0.890       27 31.85       15 54.36
2014 Jul 09 15:50:00.0          38.63       0.891       28 03.70       15 54.49
2014 Jul 09 15:55:00.0          38.57       0.891       28 36.64       15 54.62
2014 Jul 09 16:00:00.0          38.51       0.891       29 10.56       15 54.76
2014 Jul 09 16:05:00.0          38.45       0.892       29 45.37       15 54.90
2014 Jul 09 16:10:00.0          38.39       0.892       30 20.97       15 55.05
2014 Jul 09 16:15:00.0          38.33       0.892       30 57.27       15 55.20
2014 Jul 09 16:20:00.0          38.27       0.893       31 34.17       15 55.35
2014 Jul 09 16:25:00.0          38.21       0.893       32 11.59       15 55.51
2014 Jul 09 16:30:00.0          38.15       0.893       32 49.46       15 55.68
2014 Jul 09 16:35:00.0          38.09       0.893       33 27.70       15 55.85
2014 Jul 09 16:40:00.0          38.04       0.894       34 06.23       15 56.02
2014 Jul 09 16:45:00.0          37.98       0.894       34 44.99       15 56.20
2014 Jul 09 16:50:00.0          37.92       0.894       35 23.92       15 56.38
2014 Jul 09 16:55:00.0          37.86       0.895       36 02.96       15 56.56
2014 Jul 09 17:00:00.0          37.80       0.895       36 42.04       15 56.75
2014 Jul 09 17:05:00.0          37.74       0.895       37 21.11       15 56.95
2014 Jul 09 17:10:00.0          37.69       0.896       38 00.14       15 57.15
2014 Jul 09 17:15:00.0          37.63       0.896       38 39.05       15 57.35
2014 Jul 09 17:20:00.0          37.57       0.896       39 17.82       15 57.55
2014 Jul 09 17:25:00.0          37.51       0.897       39 56.39       15 57.76
2014 Jul 09 17:30:00.0          37.46       0.897       40 34.72       15 57.98
2014 Jul 09 17:35:00.0          37.40       0.897       41 12.78       15 58.20
2014 Jul 09 17:40:00.0          37.34       0.898       41 50.53       15 58.42
2014 Jul 09 17:45:00.0          37.28       0.898       42 27.94       15 58.64
2014 Jul 09 17:50:00.0          37.23       0.898       43 04.96       15 58.87
2014 Jul 09 17:55:00.0          37.17       0.898       43 41.58       15 59.10
2014 Jul 09 18:00:00.0          37.12       0.899       44 17.75       15 59.34
2014 Jul 09 18:05:00.0          37.06       0.899       44 53.46       15 59.57
2014 Jul 09 18:10:00.0          37.00       0.899       45 28.67       15 59.81
2014 Jul 09 18:15:00.0          36.95       0.900       46 03.35       16 00.06
2014 Jul 09 18:20:00.0          36.89       0.900       46 37.50       16 00.31
2014 Jul 09 18:25:00.0          36.84       0.900       47 11.07       16 00.56
2014 Jul 09 18:30:00.0          36.78       0.900       47 44.05       16 00.81
2014 Jul 09 18:35:00.0          36.73       0.901       48 16.42       16 01.07
2014 Jul 09 18:40:00.0          36.68       0.901       48 48.15       16 01.33
2014 Jul 09 18:45:00.0          36.62       0.901       49 19.24       16 01.59
2014 Jul 09 18:50:00.0          36.57       0.902       49 49.66       16 01.85
2014 Jul 09 18:55:00.0          36.52       0.902       50 19.40       16 02.12
2014 Jul 09 19:00:00.0          36.46       0.902       50 48.43       16 02.39
2014 Jul 09 19:05:00.0          36.41       0.902       51 16.76       16 02.66
2014 Jul 09 19:10:00.0          36.36       0.903       51 44.35       16 02.93
2014 Jul 09 19:15:00.0          36.30       0.903       52 11.20       16 03.21
2014 Jul 09 19:20:00.0          36.25       0.903       52 37.31       16 03.48
2014 Jul 09 19:25:00.0          36.20       0.903       53 02.64       16 03.76
2014 Jul 09 19:30:00.0          36.15       0.904       53 27.21       16 04.05
2014 Jul 09 19:35:00.0          36.10       0.904       53 50.99       16 04.33
2014 Jul 09 19:40:00.0          36.05       0.904       54 13.97       16 04.61
2014 Jul 09 19:45:00.0          36.00       0.905       54 36.16       16 04.90
2014 Jul 09 19:50:00.0          35.95       0.905       54 57.54       16 05.19
2014 Jul 09 19:55:00.0          35.90       0.905       55 18.11       16 05.47
2014 Jul 09 20:00:00.0          35.85       0.905       55 37.86       16 05.76
2014 Jul 09 20:05:00.0          35.80       0.906       55 56.79       16 06.06
2014 Jul 09 20:10:00.0          35.75       0.906       56 14.89       16 06.35
2014 Jul 09 20:15:00.0          35.70       0.906       56 32.17       16 06.64
2014 Jul 09 20:20:00.0          35.65       0.906       56 48.61       16 06.93
2014 Jul 09 20:25:00.0          35.60       0.907       57 04.21       16 07.23
2014 Jul 09 20:30:00.0          35.56       0.907       57 18.99       16 07.52
2014 Jul 09 20:35:00.0          35.51       0.907       57 32.93       16 07.82
2014 Jul 09 20:40:00.0          35.46       0.907       57 46.03       16 08.11
2014 Jul 09 20:45:00.0          35.41       0.907       57 58.31       16 08.41
2014 Jul 09 20:50:00.0          35.37       0.908       58 09.75       16 08.71
2014 Jul 09 20:55:00.0          35.32       0.908       58 20.37       16 09.00
2014 Jul 09 21:00:00.0          35.27       0.908       58 30.16       16 09.30
2014 Jul 09 21:05:00.0          35.23       0.908       58 39.14       16 09.59
2014 Jul 09 21:10:00.0          35.18       0.909       58 47.30       16 09.89
2014 Jul 09 21:15:00.0          35.14       0.909       58 54.66       16 10.18
2014 Jul 09 21:20:00.0          35.09       0.909       59 01.22       16 10.48
2014 Jul 09 21:25:00.0          35.05       0.909       59 06.98       16 10.77
2014 Jul 09 21:30:00.0          35.01       0.910       59 11.97       16 11.07
2014 Jul 09 21:35:00.0          34.96       0.910       59 16.17       16 11.36
2014 Jul 09 21:40:00.0          34.92       0.910       59 19.61       16 11.65
2014 Jul 09 21:45:00.0          34.88       0.910       59 22.30       16 11.94
2014 Jul 09 21:50:00.0          34.83       0.910       59 24.25       16 12.23
2014 Jul 09 21:55:00.0          34.79       0.911       59 25.46       16 12.52
2014 Jul 09 22:00:00.0          34.75       0.911       59 25.96       16 12.80
2014 Jul 09 22:05:00.0          34.71       0.911       59 25.75       16 13.09
2014 Jul 09 22:10:00.0          34.66       0.911       59 24.85       16 13.37
2014 Jul 09 22:15:00.0          34.62       0.911       59 23.28       16 13.65
2014 Jul 09 22:20:00.0          34.58       0.912       59 21.05       16 13.93
2014 Jul 09 22:25:00.0          34.54       0.912       59 18.18       16 14.21
2014 Jul 09 22:30:00.0          34.50       0.912       59 14.68       16 14.49
2014 Jul 09 22:35:00.0          34.46       0.912       59 10.58       16 14.76
2014 Jul 09 22:40:00.0          34.42       0.912       59 05.89       16 15.03
2014 Jul 09 22:45:00.0          34.38       0.913       59 00.63       16 15.30
2014 Jul 09 22:50:00.0          34.34       0.913       58 54.82       16 15.57
2014 Jul 09 22:55:00.0          34.30       0.913       58 48.49       16 15.83
2014 Jul 09 23:00:00.0          34.27       0.913       58 41.66       16 16.09
2014 Jul 09 23:05:00.0          34.23       0.913       58 34.34       16 16.35
2014 Jul 09 23:10:00.0          34.19       0.914       58 26.57       16 16.61
2014 Jul 09 23:15:00.0          34.15       0.914       58 18.36       16 16.86
2014 Jul 09 23:20:00.0          34.11       0.914       58 09.74       16 17.11
2014 Jul 09 23:25:00.0          34.08       0.914       58 00.73       16 17.36
2014 Jul 09 23:30:00.0          34.04       0.914       57 51.37       16 17.60
2014 Jul 09 23:35:00.0          34.00       0.915       57 41.67       16 17.84
2014 Jul 09 23:40:00.0          33.97       0.915       57 31.67       16 18.08
2014 Jul 09 23:45:00.0          33.93       0.915       57 21.39       16 18.31
2014 Jul 09 23:50:00.0          33.89       0.915       57 10.86       16 18.54
2014 Jul 09 23:55:00.0          33.86       0.915       57 00.10       16 18.77
2014 Jul 10 00:00:00.0          33.82       0.915       56 49.16       16 18.99
2014 Jul 10 00:05:00.0          33.79       0.916       56 38.05       16 19.21
2014 Jul 10 00:10:00.0          33.75       0.916       56 26.80       16 19.42
2014 Jul 10 00:15:00.0          33.72       0.916       56 15.46       16 19.63
2014 Jul 10 00:20:00.0          33.68       0.916       56 04.04       16 19.84
2014 Jul 10 00:25:00.0          33.65       0.916       55 52.57       16 20.04
2014 Jul 10 00:30:00.0          33.62       0.916       55 41.09       16 20.24
2014 Jul 10 00:35:00.0          33.58       0.917       55 29.64       16 20.43
2014 Jul 10 00:40:00.0          33.55       0.917       55 18.23       16 20.62
2014 Jul 10 00:45:00.0          33.52       0.917       55 06.90       16 20.80
2014 Jul 10 00:50:00.0          33.48       0.917       54 55.68       16 20.98
2014 Jul 10 00:55:00.0          33.45       0.917       54 44.61       16 21.16
2014 Jul 10 01:00:00.0          33.42       0.917       54 33.71       16 21.33
2014 Jul 10 01:05:00.0          33.38       0.918       54 23.01       16 21.50
2014 Jul 10 01:10:00.0          33.35       0.918       54 12.54       16 21.66
2014 Jul 10 01:15:00.0          33.32       0.918       54 02.34       16 21.82
2014 Jul 10 01:20:00.0          33.29       0.918       53 52.42       16 21.97
2014 Jul 10 01:25:00.0          33.25       0.918       53 42.83       16 22.11
2014 Jul 10 01:30:00.0          33.22       0.918       53 33.58       16 22.26
2014 Jul 10 01:35:00.0          33.19       0.918       53 24.70       16 22.39
2014 Jul 10 01:40:00.0          33.16       0.919       53 16.23       16 22.52
2014 Jul 10 01:45:00.0          33.13       0.919       53 08.17       16 22.65
2014 Jul 10 01:50:00.0          33.10       0.919       53 00.57       16 22.77
2014 Jul 10 01:55:00.0          33.06       0.919       52 53.43       16 22.89
2014 Jul 10 02:00:00.0          33.03       0.919       52 46.79       16 23.00
2014 Jul 10 02:05:00.0          33.00       0.919       52 40.66       16 23.11
2014 Jul 10 02:10:00.0          32.97       0.919       52 35.06       16 23.21
2014 Jul 10 02:15:00.0          32.94       0.920       52 30.00       16 23.30
2014 Jul 10 02:20:00.0          32.91       0.920       52 25.51       16 23.39
2014 Jul 10 02:25:00.0          32.88       0.920       52 21.60       16 23.48
2014 Jul 10 02:30:00.0          32.85       0.920       52 18.27       16 23.55
2014 Jul 10 02:35:00.0          32.82       0.920       52 15.54       16 23.63
2014 Jul 10 02:40:00.0          32.79       0.920       52 13.43       16 23.70
2014 Jul 10 02:45:00.0          32.76       0.920       52 11.93       16 23.76
2014 Jul 10 02:50:00.0          32.73       0.921       52 11.05       16 23.82
2014 Jul 10 02:55:00.0          32.70       0.921       52 10.79       16 23.87
2014 Jul 10 03:00:00.0          32.66       0.921       52 11.16       16 23.92
2014 Jul 10 03:05:00.0          32.63       0.921       52 12.15       16 23.96
2014 Jul 10 03:10:00.0          32.60       0.921       52 13.76       16 23.99
2014 Jul 10 03:15:00.0          32.57       0.921       52 16.00       16 24.02
2014 Jul 10 03:20:00.0          32.54       0.921       52 18.84       16 24.05
2014 Jul 10 03:25:00.0          32.51       0.922       52 22.29       16 24.07
2014 Jul 10 03:30:00.0          32.48       0.922       52 26.33       16 24.08
2014 Jul 10 03:35:00.0          32.45       0.922       52 30.95       16 24.09
2014 Jul 10 03:40:00.0          32.42       0.922       52 36.15       16 24.09
2014 Jul 10 03:45:00.0          32.39       0.922       52 41.89       16 24.09
2014 Jul 10 03:50:00.0          32.36       0.922       52 48.18       16 24.09
2014 Jul 10 03:55:00.0          32.33       0.922       52 54.98       16 24.07
2014 Jul 10 04:00:00.0          32.30       0.923       53 02.28       16 24.06
2014 Jul 10 04:05:00.0          32.27       0.923       53 10.06       16 24.03
2014 Jul 10 04:10:00.0          32.24       0.923       53 18.30       16 24.00
2014 Jul 10 04:15:00.0          32.21       0.923       53 26.97       16 23.97
2014 Jul 10 04:20:00.0          32.17       0.923       53 36.05       16 23.93
2014 Jul 10 04:25:00.0          32.14       0.923       53 45.52       16 23.89
2014 Jul 10 04:30:00.0          32.11       0.924       53 55.34       16 23.84
2014 Jul 10 04:35:00.0          32.08       0.924       54 05.49       16 23.79
2014 Jul 10 04:40:00.0          32.05       0.924       54 15.95       16 23.73
2014 Jul 10 04:45:00.0          32.02       0.924       54 26.68       16 23.66
2014 Jul 10 04:50:00.0          31.99       0.924       54 37.65       16 23.60
2014 Jul 10 04:55:00.0          31.95       0.924       54 48.84       16 23.52
2014 Jul 10 05:00:00.0          31.92       0.924       55 00.21       16 23.44
2014 Jul 10 05:05:00.0          31.89       0.925       55 11.73       16 23.36
2014 Jul 10 05:10:00.0          31.86       0.925       55 23.38       16 23.27
2014 Jul 10 05:15:00.0          31.82       0.925       55 35.12       16 23.18
2014 Jul 10 05:20:00.0          31.79       0.925       55 46.93       16 23.09
2014 Jul 10 05:25:00.0          31.76       0.925       55 58.76       16 22.99
2014 Jul 10 05:30:00.0          31.73       0.925       56 10.59       16 22.88
2014 Jul 10 05:35:00.0          31.69       0.925       56 22.40       16 22.77
2014 Jul 10 05:40:00.0          31.66       0.926       56 34.14       16 22.66
2014 Jul 10 05:45:00.0          31.63       0.926       56 45.79       16 22.54
2014 Jul 10 05:50:00.0          31.59       0.926       56 57.31       16 22.42
2014 Jul 10 05:55:00.0          31.56       0.926       57 08.69       16 22.29
2014 Jul 10 06:00:00.0          31.52       0.926       57 19.88       16 22.16
2014 Jul 10 06:05:00.0          31.49       0.926       57 30.86       16 22.03
2014 Jul 10 06:10:00.0          31.45       0.927       57 41.59       16 21.89
2014 Jul 10 06:15:00.0          31.42       0.927       57 52.07       16 21.75
2014 Jul 10 06:20:00.0          31.38       0.927       58 02.24       16 21.61
2014 Jul 10 06:25:00.0          31.35       0.927       58 12.09       16 21.46
2014 Jul 10 06:30:00.0          31.31       0.927       58 21.59       16 21.31
2014 Jul 10 06:35:00.0          31.28       0.927       58 30.71       16 21.16
2014 Jul 10 06:40:00.0          31.24       0.927       58 39.43       16 21.00
2014 Jul 10 06:45:00.0          31.20       0.928       58 47.73       16 20.84
2014 Jul 10 06:50:00.0          31.17       0.928       58 55.57       16 20.67
2014 Jul 10 06:55:00.0          31.13       0.928       59 02.94       16 20.51
