                                    Sun                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 AU
2014 Jun 29 09:35:00.0      91.56379        56.48446       1.016624983
2014 Jun 29 09:40:00.0      90.78172        57.32586       1.016624490
2014 Jun 29 09:45:00.0      89.99228        58.16020       1.016623990
2014 Jun 29 09:50:00.0      89.19570        58.98772       1.016623486
2014 Jun 29 09:55:00.0      88.39220        59.80869       1.016622976
2014 Jun 29 10:00:00.0      87.58199        60.62337       1.016622461
2014 Jun 29 10:05:00.0      86.76529        61.43202       1.016621942
2014 Jun 29 10:10:00.0      85.94231        62.23491       1.016621419
2014 Jun 29 10:15:00.0      85.11326        63.03232       1.016620892
2014 Jun 29 10:20:00.0      84.27833        63.82453       1.016620361
2014 Jun 29 10:25:00.0      83.43772        64.61181       1.016619826
2014 Jun 29 10:30:00.0      82.59163        65.39446       1.016619289
2014 Jun 29 10:35:00.0      81.74024        66.17275       1.016618749
2014 Jun 29 10:40:00.0      80.88374        66.94699       1.016618206
2014 Jun 29 10:45:00.0      80.02230        67.71746       1.016617661
2014 Jun 29 10:50:00.0      79.15612        68.48447       1.016617114
2014 Jun 29 10:55:00.0      78.28536        69.24832       1.016616566
2014 Jun 29 11:00:00.0      77.41020        70.00933       1.016616016
2014 Jun 29 11:05:00.0      76.53080        70.76781       1.016615466
2014 Jun 29 11:10:00.0      75.64734        71.52408       1.016614914
2014 Jun 29 11:15:00.0      74.75997        72.27846       1.016614363
2014 Jun 29 11:20:00.0      73.86887        73.03130       1.016613811
2014 Jun 29 11:25:00.0      72.97418        73.78293       1.016613260
2014 Jun 29 11:30:00.0      72.07608        74.53369       1.016612709
2014 Jun 29 11:35:00.0      71.17471        75.28396       1.016612159
2014 Jun 29 11:40:00.0      70.27024        76.03408       1.016611610
2014 Jun 29 11:45:00.0      69.36282        76.78444       1.016611063
2014 Jun 29 11:50:00.0      68.45259        77.53542       1.016610517
2014 Jun 29 11:55:00.0      67.53973        78.28742       1.016609974
2014 Jun 29 12:00:00.0      66.62437        79.04085       1.016609432
2014 Jun 29 12:05:00.0      65.70668        79.79613       1.016608894
2014 Jun 29 12:10:00.0      64.78680        80.55369       1.016608358
2014 Jun 29 12:15:00.0      63.86489        81.31399       1.016607826
2014 Jun 29 12:20:00.0      62.94110        82.07750       1.016607297
2014 Jun 29 12:25:00.0      62.01560        82.84470       1.016606772
2014 Jun 29 12:30:00.0      61.08853        83.61610       1.016606252
2014 Jun 29 12:35:00.0      60.16006        84.39224       1.016605735
2014 Jun 29 12:40:00.0      59.23035        85.17365       1.016605224
2014 Jun 29 12:45:00.0      58.29957        85.96093       1.016604717
2014 Jun 29 12:50:00.0      57.36787        86.75467       1.016604216
2014 Jun 29 12:55:00.0      56.43544        87.55551       1.016603720
2014 Jun 29 13:00:00.0      55.50245        88.36411       1.016603230
2014 Jun 29 13:05:00.0      54.56909        89.18118       1.016602746
2014 Jun 29 13:10:00.0      53.63553        90.00745       1.016602269
2014 Jun 29 13:15:00.0      52.70197        90.84370       1.016601798
2014 Jun 29 13:20:00.0      51.76862        91.69076       1.016601334
2014 Jun 29 13:25:00.0      50.83567        92.54949       1.016600877
2014 Jun 29 13:30:00.0      49.90336        93.42083       1.016600428
2014 Jun 29 13:35:00.0      48.97189        94.30575       1.016599986
2014 Jun 29 13:40:00.0      48.04152        95.20529       1.016599553
2014 Jun 29 13:45:00.0      47.11250        96.12057       1.016599127
2014 Jun 29 13:50:00.0      46.18507        97.05276       1.016598710
2014 Jun 29 13:55:00.0      45.25954        98.00312       1.016598302
2014 Jun 29 14:00:00.0      44.33618        98.97300       1.016597902
2014 Jun 29 14:05:00.0      43.41531        99.96384       1.016597512
2014 Jun 29 14:10:00.0      42.49728       100.97718       1.016597131
2014 Jun 29 14:15:00.0      41.58242       102.01466       1.016596760
2014 Jun 29 14:20:00.0      40.67113       103.07805       1.016596398
2014 Jun 29 14:25:00.0      39.76382       104.16925       1.016596047
2014 Jun 29 14:30:00.0      38.86091       105.29029       1.016595705
2014 Jun 29 14:35:00.0      37.96290       106.44335       1.016595374
2014 Jun 29 14:40:00.0      37.07029       107.63078       1.016595054
2014 Jun 29 14:45:00.0      36.18363       108.85510       1.016594745
2014 Jun 29 14:50:00.0      35.30353       110.11900       1.016594446
2014 Jun 29 14:55:00.0      34.43064       111.42541       1.016594159
2014 Jun 29 15:00:00.0      33.56566       112.77742       1.016593883
2014 Jun 29 15:05:00.0      32.70937       114.17837       1.016593619
2014 Jun 29 15:10:00.0      31.86261       115.63184       1.016593366
2014 Jun 29 15:15:00.0      31.02630       117.14164       1.016593125
2014 Jun 29 15:20:00.0      30.20144       118.71183       1.016592897
2014 Jun 29 15:25:00.0      29.38913       120.34670       1.016592680
2014 Jun 29 15:30:00.0      28.59057       122.05080       1.016592476
2014 Jun 29 15:35:00.0      27.80708       123.82891       1.016592284
2014 Jun 29 15:40:00.0      27.04008       125.68599       1.016592105
2014 Jun 29 15:45:00.0      26.29114       127.62720       1.016591938
2014 Jun 29 15:50:00.0      25.56196       129.65775       1.016591784
2014 Jun 29 15:55:00.0      24.85440       131.78293       1.016591643
2014 Jun 29 16:00:00.0      24.17047       134.00791       1.016591516
2014 Jun 29 16:05:00.0      23.51233       136.33766       1.016591401
2014 Jun 29 16:10:00.0      22.88231       138.77673       1.016591300
2014 Jun 29 16:15:00.0      22.28288       141.32908       1.016591212
2014 Jun 29 16:20:00.0      21.71668       143.99781       1.016591137
2014 Jun 29 16:25:00.0      21.18645       146.78484       1.016591076
2014 Jun 29 16:30:00.0      20.69504       149.69063       1.016591028
2014 Jun 29 16:35:00.0      20.24535       152.71385       1.016590994
2014 Jun 29 16:40:00.0      19.84027       155.85100       1.016590974
2014 Jun 29 16:45:00.0      19.48266       159.09619       1.016590967
2014 Jun 29 16:50:00.0      19.17522       162.44087       1.016590975
2014 Jun 29 16:55:00.0      18.92044       165.87379       1.016590996
2014 Jun 29 17:00:00.0      18.72051       169.38100       1.016591030
2014 Jun 29 17:05:00.0      18.57722       172.94608       1.016591079
2014 Jun 29 17:10:00.0      18.49193       176.55062       1.016591141
2014 Jun 29 17:15:00.0      18.46544       180.17473       1.016591218
2014 Jun 29 17:20:00.0      18.49801       183.79777       1.016591308
2014 Jun 29 17:25:00.0      18.58932       187.39917       1.016591412
2014 Jun 29 17:30:00.0      18.73851       190.95914       1.016591530
2014 Jun 29 17:35:00.0      18.94418       194.45945       1.016591662
2014 Jun 29 17:40:00.0      19.20450       197.88392       1.016591808
2014 Jun 29 17:45:00.0      19.51724       201.21888       1.016591967
2014 Jun 29 17:50:00.0      19.87988       204.45334       1.016592141
2014 Jun 29 17:55:00.0      20.28970       207.57905       1.016592328
2014 Jun 29 18:00:00.0      20.74385       210.59035       1.016592528
2014 Jun 29 18:05:00.0      21.23942       213.48400       1.016592743
2014 Jun 29 18:10:00.0      21.77352       216.25884       1.016592970
2014 Jun 29 18:15:00.0      22.34330       218.91552       1.016593212
2014 Jun 29 18:20:00.0      22.94603       221.45609       1.016593466
2014 Jun 29 18:25:00.0      23.57911       223.88375       1.016593734
2014 Jun 29 18:30:00.0      24.24007       226.20253       1.016594016
2014 Jun 29 18:35:00.0      24.92658       228.41703       1.016594310
2014 Jun 29 18:40:00.0      25.63652       230.53225       1.016594617
2014 Jun 29 18:45:00.0      26.36788       232.55338       1.016594938
2014 Jun 29 18:50:00.0      27.11883       234.48569       1.016595271
2014 Jun 29 18:55:00.0      27.88767       236.33442       1.016595617
2014 Jun 29 19:00:00.0      28.67286       238.10469       1.016595975
2014 Jun 29 19:05:00.0      29.47298       239.80144       1.016596346
2014 Jun 29 19:10:00.0      30.28673       241.42944       1.016596729
2014 Jun 29 19:15:00.0      31.11291       242.99320       1.016597125
2014 Jun 29 19:20:00.0      31.95045       244.49700       1.016597532
2014 Jun 29 19:25:00.0      32.79834       245.94487       1.016597951
2014 Jun 29 19:30:00.0      33.65567       247.34060       1.016598382
2014 Jun 29 19:35:00.0      34.52162       248.68773       1.016598824
2014 Jun 29 19:40:00.0      35.39541       249.98959       1.016599278
2014 Jun 29 19:45:00.0      36.27634       251.24925       1.016599743
2014 Jun 29 19:50:00.0      37.16377       252.46960       1.016600219
2014 Jun 29 19:55:00.0      38.05710       253.65334       1.016600706
2014 Jun 29 20:00:00.0      38.95578       254.80295       1.016601203
2014 Jun 29 20:05:00.0      39.85930       255.92076       1.016601711
2014 Jun 29 20:10:00.0      40.76720       257.00895       1.016602229
2014 Jun 29 20:15:00.0      41.67903       258.06953       1.016602757
2014 Jun 29 20:20:00.0      42.59439       259.10439       1.016603294
2014 Jun 29 20:25:00.0      43.51291       260.11527       1.016603842
2014 Jun 29 20:30:00.0      44.43422       261.10381       1.016604398
2014 Jun 29 20:35:00.0      45.35799       262.07155       1.016604964
2014 Jun 29 20:40:00.0      46.28392       263.01991       1.016605539
2014 Jun 29 20:45:00.0      47.21171       263.95022       1.016606122
2014 Jun 29 20:50:00.0      48.14108       264.86375       1.016606714
2014 Jun 29 20:55:00.0      49.07178       265.76165       1.016607314
2014 Jun 29 21:00:00.0      50.00355       266.64504       1.016607922
2014 Jun 29 21:05:00.0      50.93615       267.51495       1.016608537
2014 Jun 29 21:10:00.0      51.86936       268.37235       1.016609160
2014 Jun 29 21:15:00.0      52.80297       269.21816       1.016609790
2014 Jun 29 21:20:00.0      53.73677       270.05325       1.016610427
2014 Jun 29 21:25:00.0      54.67055       270.87844       1.016611071
2014 Jun 29 21:30:00.0      55.60413       271.69450       1.016611721
2014 Jun 29 21:35:00.0      56.53731       272.50217       1.016612377
2014 Jun 29 21:40:00.0      57.46993       273.30215       1.016613039
2014 Jun 29 21:45:00.0      58.40180       274.09508       1.016613706
2014 Jun 29 21:50:00.0      59.33274       274.88162       1.016614379
2014 Jun 29 21:55:00.0      60.26261       275.66236       1.016615057
2014 Jun 29 22:00:00.0      61.19122       276.43787       1.016615739
2014 Jun 29 22:05:00.0      62.11842       277.20870       1.016616426
2014 Jun 29 22:10:00.0      63.04404       277.97538       1.016617117
2014 Jun 29 22:15:00.0      63.96794       278.73842       1.016617812
2014 Jun 29 22:20:00.0      64.88995       279.49830       1.016618510
2014 Jun 29 22:25:00.0      65.80993       280.25548       1.016619211
2014 Jun 29 22:30:00.0      66.72771       281.01042       1.016619916
2014 Jun 29 22:35:00.0      67.64314       281.76356       1.016620623
2014 Jun 29 22:40:00.0      68.55607       282.51531       1.016621332
2014 Jun 29 22:45:00.0      69.46636       283.26608       1.016622044
2014 Jun 29 22:50:00.0      70.37383       284.01627       1.016622757
2014 Jun 29 22:55:00.0      71.27835       284.76626       1.016623472
2014 Jun 29 23:00:00.0      72.17975       285.51643       1.016624187
2014 Jun 29 23:05:00.0      73.07788       286.26714       1.016624904
2014 Jun 29 23:10:00.0      73.97258       287.01875       1.016625621
2014 Jun 29 23:15:00.0      74.86369       287.77159       1.016626338
2014 Jun 29 23:20:00.0      75.75105       288.52603       1.016627056
2014 Jun 29 23:25:00.0      76.63451       289.28238       1.016627773
2014 Jun 29 23:30:00.0      77.51389       290.04097       1.016628489
2014 Jun 29 23:35:00.0      78.38902       290.80212       1.016629204
2014 Jun 29 23:40:00.0      79.25974       291.56616       1.016629918
2014 Jun 29 23:45:00.0      80.12588       292.33338       1.016630630
2014 Jun 29 23:50:00.0      80.98725       293.10410       1.016631341
2014 Jun 29 23:55:00.0      81.84369       293.87861       1.016632049
2014 Jun 30 00:00:00.0      82.69500       294.65721       1.016632755
2014 Jun 30 00:05:00.0      83.54101       295.44020       1.016633458
2014 Jun 30 00:10:00.0      84.38152       296.22786       1.016634158
2014 Jun 30 00:15:00.0      85.21634       297.02047       1.016634854
2014 Jun 30 00:20:00.0      86.04527       297.81832       1.016635547
2014 Jun 30 00:25:00.0      86.86812       298.62168       1.016636236
2014 Jun 30 00:30:00.0      87.68467       299.43083       1.016636920
2014 Jun 30 00:35:00.0      88.49472       300.24603       1.016637600
2014 Jun 30 00:40:00.0      89.29805       301.06756       1.016638275
2014 Jun 30 00:45:00.0      90.09445       301.89568       1.016638945
2014 Jun 30 00:50:00.0      90.88368       302.73065       1.016639610
2014 Jun 30 00:55:00.0      91.66553       303.57271       1.016640268
2014 Jun 30 01:00:00.0      92.43976       304.42213       1.016640921
2014 Jun 30 01:05:00.0      93.20613       305.27914       1.016641568
2014 Jun 30 01:10:00.0      93.96440       306.14400       1.016642208
2014 Jun 30 01:15:00.0      94.71432       307.01693       1.016642841
2014 Jun 30 01:20:00.0      95.45564       307.89817       1.016643468
2014 Jun 30 01:25:00.0      96.18809       308.78794       1.016644086
2014 Jun 30 01:30:00.0      96.91141       309.68646       1.016644698
2014 Jun 30 01:35:00.0      97.62534       310.59394       1.016645301
2014 Jun 30 01:40:00.0      98.32960       311.51058       1.016645897
2014 Jun 30 01:45:00.0      99.02391       312.43659       1.016646484
2014 Jun 30 01:50:00.0      99.70798       313.37215       1.016647063
2014 Jun 30 01:55:00.0     100.38154       314.31743       1.016647632
2014 Jun 30 02:00:00.0     101.04427       315.27260       1.016648193
2014 Jun 30 02:05:00.0     101.69589       316.23782       1.016648744
2014 Jun 30 02:10:00.0     102.33609       317.21323       1.016649286
2014 Jun 30 02:15:00.0     102.96457       318.19897       1.016649818
2014 Jun 30 02:20:00.0     103.58101       319.19515       1.016650341
2014 Jun 30 02:25:00.0     104.18510       320.20187       1.016650853
2014 Jun 30 02:30:00.0     104.77651       321.21923       1.016651355
2014 Jun 30 02:35:00.0     105.35494       322.24728       1.016651846
2014 Jun 30 02:40:00.0     105.92005       323.28609       1.016652326
2014 Jun 30 02:45:00.0     106.47153       324.33569       1.016652796
2014 Jun 30 02:50:00.0     107.00903       325.39609       1.016653254
2014 Jun 30 02:55:00.0     107.53225       326.46729       1.016653701
2014 Jun 30 03:00:00.0     108.04084       327.54926       1.016654136
2014 Jun 30 03:05:00.0     108.53448       328.64195       1.016654560
2014 Jun 30 03:10:00.0     109.01284       329.74528       1.016654972
2014 Jun 30 03:15:00.0     109.47559       330.85916       1.016655372
2014 Jun 30 03:20:00.0     109.92243       331.98347       1.016655760
2014 Jun 30 03:25:00.0     110.35301       333.11805       1.016656135
2014 Jun 30 03:30:00.0     110.76703       334.26273       1.016656498
2014 Jun 30 03:35:00.0     111.16418       335.41731       1.016656849
2014 Jun 30 03:40:00.0     111.54414       336.58155       1.016657187
2014 Jun 30 03:45:00.0     111.90663       337.75520       1.016657512
2014 Jun 30 03:50:00.0     112.25135       338.93796       1.016657823
2014 Jun 30 03:55:00.0     112.57801       340.12954       1.016658122
