                                   Moon                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 km
2014 Jun 29 10:15:00.0     106.87209        51.82096        406933.496
2014 Jun 29 10:20:00.0     106.16571        52.78678        406861.601
2014 Jun 29 10:25:00.0     105.45000        53.74201        406788.434
2014 Jun 29 10:30:00.0     104.72528        54.68694        406714.029
2014 Jun 29 10:35:00.0     103.99182        55.62185        406638.421
2014 Jun 29 10:40:00.0     103.24990        56.54702        406561.644
2014 Jun 29 10:45:00.0     102.49980        57.46275        406483.735
2014 Jun 29 10:50:00.0     101.74179        58.36933        406404.729
2014 Jun 29 10:55:00.0     100.97613        59.26707        406324.663
2014 Jun 29 11:00:00.0     100.20308        60.15627        406243.573
2014 Jun 29 11:05:00.0      99.42288        61.03724        406161.498
2014 Jun 29 11:10:00.0      98.63578        61.91029        406078.476
2014 Jun 29 11:15:00.0      97.84202        62.77574        405994.544
2014 Jun 29 11:20:00.0      97.04183        63.63389        405909.743
2014 Jun 29 11:25:00.0      96.23545        64.48508        405824.110
2014 Jun 29 11:30:00.0      95.42309        65.32961        405737.686
2014 Jun 29 11:35:00.0      94.60497        66.16781        405650.511
2014 Jun 29 11:40:00.0      93.78130        67.00000        405562.625
2014 Jun 29 11:45:00.0      92.95230        67.82651        405474.069
2014 Jun 29 11:50:00.0      92.11816        68.64766        405384.884
2014 Jun 29 11:55:00.0      91.27910        69.46377        405295.111
2014 Jun 29 12:00:00.0      90.43529        70.27518        405204.792
2014 Jun 29 12:05:00.0      89.58695        71.08222        405113.969
2014 Jun 29 12:10:00.0      88.73425        71.88522        405022.685
2014 Jun 29 12:15:00.0      87.87739        72.68451        404930.981
2014 Jun 29 12:20:00.0      87.01655        73.48043        404838.900
2014 Jun 29 12:25:00.0      86.15190        74.27331        404746.485
2014 Jun 29 12:30:00.0      85.28362        75.06351        404653.779
2014 Jun 29 12:35:00.0      84.41190        75.85135        404560.826
2014 Jun 29 12:40:00.0      83.53690        76.63720        404467.668
2014 Jun 29 12:45:00.0      82.65880        77.42141        404374.349
2014 Jun 29 12:50:00.0      81.77777        78.20432        404280.913
2014 Jun 29 12:55:00.0      80.89396        78.98629        404187.403
2014 Jun 29 13:00:00.0      80.00757        79.76771        404093.863
2014 Jun 29 13:05:00.0      79.11874        80.54892        404000.336
2014 Jun 29 13:10:00.0      78.22765        81.33032        403906.867
2014 Jun 29 13:15:00.0      77.33446        82.11228        403813.499
2014 Jun 29 13:20:00.0      76.43935        82.89519        403720.276
2014 Jun 29 13:25:00.0      75.54247        83.67945        403627.241
2014 Jun 29 13:30:00.0      74.64399        84.46547        403534.439
2014 Jun 29 13:35:00.0      73.74408        85.25366        403441.913
2014 Jun 29 13:40:00.0      72.84292        86.04445        403349.707
2014 Jun 29 13:45:00.0      71.94066        86.83827        403257.863
2014 Jun 29 13:50:00.0      71.03750        87.63557        403166.426
2014 Jun 29 13:55:00.0      70.13359        88.43681        403075.437
2014 Jun 29 14:00:00.0      69.22912        89.24246        402984.941
2014 Jun 29 14:05:00.0      68.32427        90.05300        402894.980
2014 Jun 29 14:10:00.0      67.41922        90.86894        402805.596
2014 Jun 29 14:15:00.0      66.51416        91.69080        402716.832
2014 Jun 29 14:20:00.0      65.60929        92.51911        402628.730
2014 Jun 29 14:25:00.0      64.70481        93.35442        402541.332
2014 Jun 29 14:30:00.0      63.80090        94.19731        402454.679
2014 Jun 29 14:35:00.0      62.89779        95.04838        402368.812
2014 Jun 29 14:40:00.0      61.99570        95.90823        402283.772
2014 Jun 29 14:45:00.0      61.09483        96.77751        402199.600
2014 Jun 29 14:50:00.0      60.19543        97.65689        402116.336
2014 Jun 29 14:55:00.0      59.29773        98.54705        402034.020
2014 Jun 29 15:00:00.0      58.40198        99.44873        401952.690
2014 Jun 29 15:05:00.0      57.50844       100.36266        401872.387
2014 Jun 29 15:10:00.0      56.61738       101.28964        401793.148
2014 Jun 29 15:15:00.0      55.72907       102.23049        401715.011
2014 Jun 29 15:20:00.0      54.84382       103.18604        401638.014
2014 Jun 29 15:25:00.0      53.96193       104.15720        401562.195
2014 Jun 29 15:30:00.0      53.08372       105.14490        401487.589
2014 Jun 29 15:35:00.0      52.20952       106.15009        401414.232
2014 Jun 29 15:40:00.0      51.33971       107.17380        401342.160
2014 Jun 29 15:45:00.0      50.47464       108.21709        401271.409
2014 Jun 29 15:50:00.0      49.61472       109.28105        401202.012
2014 Jun 29 15:55:00.0      48.76036       110.36683        401134.002
2014 Jun 29 16:00:00.0      47.91199       111.47564        401067.414
2014 Jun 29 16:05:00.0      47.07008       112.60873        401002.279
2014 Jun 29 16:10:00.0      46.23513       113.76740        400938.629
2014 Jun 29 16:15:00.0      45.40764       114.95299        400876.495
2014 Jun 29 16:20:00.0      44.58817       116.16691        400815.909
2014 Jun 29 16:25:00.0      43.77730       117.41061        400756.899
2014 Jun 29 16:30:00.0      42.97563       118.68560        400699.494
2014 Jun 29 16:35:00.0      42.18383       119.99340        400643.724
2014 Jun 29 16:40:00.0      41.40258       121.33562        400589.615
2014 Jun 29 16:45:00.0      40.63261       122.71388        400537.195
2014 Jun 29 16:50:00.0      39.87469       124.12981        400486.488
2014 Jun 29 16:55:00.0      39.12964       125.58511        400437.522
2014 Jun 29 17:00:00.0      38.39832       127.08143        400390.320
2014 Jun 29 17:05:00.0      37.68164       128.62047        400344.905
2014 Jun 29 17:10:00.0      36.98056       130.20387        400301.301
2014 Jun 29 17:15:00.0      36.29610       131.83325        400259.530
2014 Jun 29 17:20:00.0      35.62930       133.51016        400219.613
2014 Jun 29 17:25:00.0      34.98129       135.23605        400181.570
2014 Jun 29 17:30:00.0      34.35322       137.01228        400145.421
2014 Jun 29 17:35:00.0      33.74630       138.84002        400111.185
2014 Jun 29 17:40:00.0      33.16178       140.72027        400078.878
2014 Jun 29 17:45:00.0      32.60095       142.65379        400048.518
2014 Jun 29 17:50:00.0      32.06514       144.64105        400020.122
2014 Jun 29 17:55:00.0      31.55571       146.68222        399993.703
2014 Jun 29 18:00:00.0      31.07402       148.77707        399969.276
2014 Jun 29 18:05:00.0      30.62147       150.92496        399946.855
2014 Jun 29 18:10:00.0      30.19943       153.12479        399926.451
2014 Jun 29 18:15:00.0      29.80926       155.37495        399908.076
2014 Jun 29 18:20:00.0      29.45228       157.67327        399891.740
2014 Jun 29 18:25:00.0      29.12978       160.01705        399877.453
2014 Jun 29 18:30:00.0      28.84295       162.40300        399865.223
2014 Jun 29 18:35:00.0      28.59293       164.82723        399855.058
2014 Jun 29 18:40:00.0      28.38072       167.28534        399846.965
2014 Jun 29 18:45:00.0      28.20722       169.77238        399840.948
2014 Jun 29 18:50:00.0      28.07317       172.28293        399837.014
2014 Jun 29 18:55:00.0      27.97917       174.81122        399835.164
2014 Jun 29 19:00:00.0      27.92564       177.35112        399835.403
2014 Jun 29 19:05:00.0      27.91284       179.89635        399837.732
2014 Jun 29 19:10:00.0      27.94082       182.44049        399842.151
2014 Jun 29 19:15:00.0      28.00948       184.97716        399848.661
2014 Jun 29 19:20:00.0      28.11851       187.50012        399857.260
2014 Jun 29 19:25:00.0      28.26745       190.00335        399867.946
2014 Jun 29 19:30:00.0      28.45565       192.48117        399880.717
2014 Jun 29 19:35:00.0      28.68234       194.92832        399895.567
2014 Jun 29 19:40:00.0      28.94659       197.34001        399912.493
2014 Jun 29 19:45:00.0      29.24735       199.71199        399931.488
2014 Jun 29 19:50:00.0      29.58348       202.04059        399952.544
2014 Jun 29 19:55:00.0      29.95377       204.32269        399975.655
2014 Jun 29 20:00:00.0      30.35691       206.55576        400000.811
2014 Jun 29 20:05:00.0      30.79159       208.73782        400028.002
2014 Jun 29 20:10:00.0      31.25644       210.86742        400057.218
2014 Jun 29 20:15:00.0      31.75008       212.94362        400088.446
2014 Jun 29 20:20:00.0      32.27114       214.96592        400121.675
2014 Jun 29 20:25:00.0      32.81825       216.93422        400156.891
2014 Jun 29 20:30:00.0      33.39008       218.84878        400194.079
2014 Jun 29 20:35:00.0      33.98531       220.71018        400233.224
2014 Jun 29 20:40:00.0      34.60267       222.51925        400274.309
2014 Jun 29 20:45:00.0      35.24092       224.27707        400317.317
2014 Jun 29 20:50:00.0      35.89888       225.98485        400362.231
2014 Jun 29 20:55:00.0      36.57539       227.64400        400409.030
2014 Jun 29 21:00:00.0      37.26939       229.25599        400457.696
2014 Jun 29 21:05:00.0      37.97981       230.82240        400508.208
2014 Jun 29 21:10:00.0      38.70568       232.34487        400560.543
2014 Jun 29 21:15:00.0      39.44605       233.82505        400614.681
2014 Jun 29 21:20:00.0      40.20003       235.26462        400670.596
2014 Jun 29 21:25:00.0      40.96677       236.66525        400728.266
2014 Jun 29 21:30:00.0      41.74548       238.02862        400787.665
2014 Jun 29 21:35:00.0      42.53541       239.35637        400848.768
2014 Jun 29 21:40:00.0      43.33583       240.65010        400911.549
2014 Jun 29 21:45:00.0      44.14607       241.91139        400975.980
2014 Jun 29 21:50:00.0      44.96550       243.14177        401042.033
2014 Jun 29 21:55:00.0      45.79352       244.34273        401109.679
2014 Jun 29 22:00:00.0      46.62956       245.51568        401178.890
2014 Jun 29 22:05:00.0      47.47309       246.66203        401249.635
2014 Jun 29 22:10:00.0      48.32359       247.78311        401321.883
2014 Jun 29 22:15:00.0      49.18060       248.88020        401395.602
2014 Jun 29 22:20:00.0      50.04366       249.95453        401470.762
2014 Jun 29 22:25:00.0      50.91233       251.00729        401547.328
2014 Jun 29 22:30:00.0      51.78623       252.03961        401625.267
2014 Jun 29 22:35:00.0      52.66495       253.05257        401704.545
2014 Jun 29 22:40:00.0      53.54814       254.04723        401785.128
2014 Jun 29 22:45:00.0      54.43544       255.02458        401866.980
2014 Jun 29 22:50:00.0      55.32654       255.98558        401950.066
2014 Jun 29 22:55:00.0      56.22111       256.93113        402034.349
2014 Jun 29 23:00:00.0      57.11886       257.86212        402119.792
2014 Jun 29 23:05:00.0      58.01950       258.77939        402206.358
2014 Jun 29 23:10:00.0      58.92275       259.68375        402294.009
2014 Jun 29 23:15:00.0      59.82835       260.57596        402382.706
2014 Jun 29 23:20:00.0      60.73606       261.45678        402472.411
2014 Jun 29 23:25:00.0      61.64563       262.32690        402563.084
2014 Jun 29 23:30:00.0      62.55683       263.18702        402654.686
2014 Jun 29 23:35:00.0      63.46943       264.03779        402747.176
2014 Jun 29 23:40:00.0      64.38321       264.87984        402840.515
2014 Jun 29 23:45:00.0      65.29798       265.71379        402934.660
2014 Jun 29 23:50:00.0      66.21352       266.54022        403029.572
2014 Jun 29 23:55:00.0      67.12964       267.35971        403125.207
2014 Jun 30 00:00:00.0      68.04615       268.17279        403221.526
2014 Jun 30 00:05:00.0      68.96285       268.98000        403318.485
2014 Jun 30 00:10:00.0      69.87957       269.78185        403416.042
2014 Jun 30 00:15:00.0      70.79613       270.57884        403514.154
2014 Jun 30 00:20:00.0      71.71235       271.37145        403612.779
2014 Jun 30 00:25:00.0      72.62806       272.16015        403711.873
2014 Jun 30 00:30:00.0      73.54309       272.94541        403811.393
2014 Jun 30 00:35:00.0      74.45728       273.72765        403911.296
2014 Jun 30 00:40:00.0      75.37045       274.50733        404011.538
2014 Jun 30 00:45:00.0      76.28245       275.28485        404112.075
2014 Jun 30 00:50:00.0      77.19310       276.06065        404212.863
2014 Jun 30 00:55:00.0      78.10226       276.83511        404313.860
2014 Jun 30 01:00:00.0      79.00976       277.60865        404415.019
2014 Jun 30 01:05:00.0      79.91543       278.38165        404516.299
2014 Jun 30 01:10:00.0      80.81912       279.15450        404617.653
2014 Jun 30 01:15:00.0      81.72066       279.92758        404719.039
2014 Jun 30 01:20:00.0      82.61990       280.70126        404820.413
2014 Jun 30 01:25:00.0      83.51667       281.47591        404921.729
2014 Jun 30 01:30:00.0      84.41081       282.25189        405022.945
2014 Jun 30 01:35:00.0      85.30216       283.02958        405124.016
2014 Jun 30 01:40:00.0      86.19054       283.80931        405224.899
2014 Jun 30 01:45:00.0      87.07579       284.59146        405325.549
2014 Jun 30 01:50:00.0      87.95774       285.37636        405425.923
2014 Jun 30 01:55:00.0      88.83621       286.16438        405525.978
2014 Jun 30 02:00:00.0      89.71104       286.95586        405625.670
2014 Jun 30 02:05:00.0      90.58204       287.75114        405724.957
2014 Jun 30 02:10:00.0      91.44903       288.55058        405823.795
2014 Jun 30 02:15:00.0      92.31182       289.35451        405922.141
2014 Jun 30 02:20:00.0      93.17024       290.16328        406019.954
2014 Jun 30 02:25:00.0      94.02409       290.97724        406117.190
2014 Jun 30 02:30:00.0      94.87316       291.79672        406213.809
2014 Jun 30 02:35:00.0      95.71727       292.62208        406309.768
2014 Jun 30 02:40:00.0      96.55620       293.45364        406405.026
2014 Jun 30 02:45:00.0      97.38975       294.29176        406499.543
2014 Jun 30 02:50:00.0      98.21770       295.13678        406593.277
2014 Jun 30 02:55:00.0      99.03984       295.98904        406686.188
2014 Jun 30 03:00:00.0      99.85593       296.84887        406778.237
2014 Jun 30 03:05:00.0     100.66575       297.71663        406869.383
2014 Jun 30 03:10:00.0     101.46906       298.59266        406959.589
2014 Jun 30 03:15:00.0     102.26561       299.47728        407048.814
2014 Jun 30 03:20:00.0     103.05516       300.37085        407137.022
2014 Jun 30 03:25:00.0     103.83746       301.27370        407224.174
2014 Jun 30 03:30:00.0     104.61223       302.18617        407310.233
2014 Jun 30 03:35:00.0     105.37921       303.10858        407395.162
2014 Jun 30 03:40:00.0     106.13813       304.04128        407478.926
2014 Jun 30 03:45:00.0     106.88869       304.98459        407561.487
2014 Jun 30 03:50:00.0     107.63062       305.93884        407642.812
2014 Jun 30 03:55:00.0     108.36360       306.90433        407722.866
